images,values,hair,feathers,eggs,milk,airborne,aquatic,predator,toothed,backbone,breathes,venomous,fins,tail,domestic,catsize,legs_0,legs_2,legs_4,legs_5,legs_6,legs_8
00\000000.png,0,1.1757351,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7268438,-1.1464231,0.80812204,0.47673127,0.49613893,-0.25649458,-0.41702884,0.5535807,-0.3752933,1.1464231,-0.5153882,-0.591608,1.2700013,-0.1118034,-0.35355338,-0.15911146
03\000001.png,3,-0.8505317,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.3758115,0.8722784,0.80812204,0.47673127,-2.0155644,-0.25649458,2.3979158,0.5535807,-0.3752933,-0.8722784,1.940285,-0.591608,-0.7874008,-0.1118034,-0.35355338,-0.15911146
00\000002.png,0,1.1757351,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7268438,0.8722784,0.80812204,0.47673127,0.49613893,-0.25649458,-0.41702884,-1.8064214,-0.3752933,1.1464231,-0.5153882,-0.591608,1.2700013,-0.1118034,-0.35355338,-0.15911146
00\000003.png,0,1.1757351,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7268438,0.8722784,0.80812204,0.47673127,0.49613893,-0.25649458,-0.41702884,0.5535807,-0.3752933,1.1464231,-0.5153882,-0.591608,1.2700013,-0.1118034,-0.35355338,-0.15911146
00\000004.png,0,1.1757351,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7268438,-1.1464231,0.80812204,0.47673127,0.49613893,-0.25649458,-0.41702884,0.5535807,-0.3752933,1.1464231,-0.5153882,-0.591608,1.2700013,-0.1118034,-0.35355338,-0.15911146
00\000005.png,0,1.1757351,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7268438,-1.1464231,0.80812204,0.47673127,0.49613893,-0.25649458,-0.41702884,0.5535807,2.6645825,1.1464231,-0.5153882,-0.591608,1.2700013,-0.1118034,-0.35355338,-0.15911146
03\000006.png,3,-0.8505317,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.3758115,0.8722784,0.80812204,0.47673127,-2.0155644,-0.25649458,2.3979158,0.5535807,-0.3752933,-0.8722784,1.940285,-0.591608,-0.7874008,-0.1118034,-0.35355338,-0.15911146
00\000007.png,0,1.1757351,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7268438,0.8722784,0.80812204,0.47673127,0.49613893,-0.25649458,-0.41702884,0.5535807,-0.3752933,1.1464231,-0.5153882,-0.591608,1.2700013,-0.1118034,-0.35355338,-0.15911146
01\000008.png,1,-0.8505317,2.0155644,0.8505317,-0.82915616,1.746425,-0.7268438,-1.1464231,-1.2374369,0.47673127,0.49613893,-0.25649458,-0.41702884,0.5535807,2.6645825,-0.8722784,-0.5153882,1.6903085,-0.7874008,-0.1118034,-0.35355338,-0.15911146
03\000009.png,3,-0.8505317,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.3758115,0.8722784,0.80812204,0.47673127,-2.0155644,-0.25649458,2.3979158,0.5535807,-0.3752933,-0.8722784,1.940285,-0.591608,-0.7874008,-0.1118034,-0.35355338,-0.15911146
06\000010.png,6,-0.8505317,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.3758115,0.8722784,-1.2374369,-2.0976176,-2.0155644,-0.25649458,-0.41702884,-1.8064214,-0.3752933,-0.8722784,-0.5153882,-0.591608,1.2700013,-0.1118034,-0.35355338,-0.15911146
06\000011.png,6,-0.8505317,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.3758115,0.8722784,-1.2374369,-2.0976176,-2.0155644,-0.25649458,-0.41702884,-1.8064214,-0.3752933,-0.8722784,-0.5153882,-0.591608,-0.7874008,-0.1118034,2.828427,-0.15911146
01\000012.png,1,-0.8505317,2.0155644,0.8505317,-0.82915616,1.746425,-0.7268438,0.8722784,-1.2374369,0.47673127,0.49613893,-0.25649458,-0.41702884,0.5535807,-0.3752933,-0.8722784,-0.5153882,1.6903085,-0.7874008,-0.1118034,-0.35355338,-0.15911146
00\000013.png,0,1.1757351,-0.49613893,-1.1757351,1.2060454,-0.57259834,-0.7268438,-1.1464231,0.80812204,0.47673127,0.49613893,-0.25649458,-0.41702884,0.5535807,-0.3752933,1.1464231,-0.5153882,-0.591608,1.2700013,-0.1118034,-0.35355338,-0.15911146
03\000014.png,3,-0.8505317,-0.49613893,0.8505317,-0.82915616,-0.57259834,1.3758115,0.8722784,0.80812204,0.47673127,-2.0155644,-0.25649458,2.3979158,0.5535807,-0.3752933,1.1464231,1.940285,-0.591608,-0.7874008,-0.1118034,-0.35355338,-0.15911146
00\000015.png,0,-0.8505317,-0.49613893,-1.1757351,1.2060454,-0.57259834,1.3758115,0.8722784,0.80812204,0.47673127,0.49613893,-0.25649458,2.3979158,0.5535807,-0.3752933,1.1464231,1.940285,-0.591608,-0.7874008,-0.1118034,-0.35355338,-0.15911146
